word,index,occurance
concession,13052,4
physics,13053,4
stimulating,13054,4
Brierley,13055,4
Moines,13056,4
sleeping,13057,4
Vision,13058,4
Jenkins,13059,4
greed,13060,4
SHV,13061,4
DARPA,13062,4
outrageous,13063,4
absurd,13064,4
listeners,13065,4
184,13066,4
texts,13067,4
absolute,13068,4
9.3,13069,4
preclude,13070,4
domestically,13071,4
requesting,13072,4
prescribe,13073,4
501,13074,4
Educational,13075,4
trivial,13076,4
Z.,13077,4
Gartner,13078,4
Ames,13079,4
oriented,13080,4
R.D.,13081,4
scarcely,13082,4
190.58-point,13083,4
elementary,13084,4
17.3,13085,4
Bridges,13086,4
railings,13087,4
Personnel,13088,4
openings,13089,4
Shippers,13090,4
Westwood,13091,4
cast-iron,13092,4
beverage,13093,4
Mansion,13094,4
quack,13095,4
non-duck,13096,4
IT,13097,4
muster,13098,4
Montana,13099,4
pyramids,13100,4
Occupational,13101,4
citations,13102,4
indifference,13103,4
cooperating,13104,4
stiffer,13105,4
chest,13106,4
medium-term,13107,4
1968,13108,4
hint,13109,4
Stockholders,13110,4
remarked,13111,4
exceedingly,13112,4
classics,13113,4
Petrus,13114,4
Nghe,13115,4
Hanoi,13116,4
inching,13117,4
Salon,13118,4
tags,13119,4
Marty,13120,4
acre,13121,4
Schaefer,13122,4
overpriced,13123,4
fret,13124,4
'86,13125,4
Guffey,13126,4
Retail,13127,4
Baxter,13128,4
threshold,13129,4
Basham,13130,4
partisan,13131,4
imperative,13132,4
pasta,13133,4
patented,13134,4
skittishness,13135,4
Hochiminh,13136,4
prevailing,13137,4
Circle,13138,4
Textron,13139,4
Nationale,13140,4
seismic,13141,4
Poore,13142,4
flush,13143,4
standpoint,13144,4
Batchelder,13145,4
contested,13146,4
landfill,13147,4
monster,13148,4
subscription,13149,4
Ski,13150,4
Masius,13151,4
ward,13152,4
Sherwood,13153,4
leeway,13154,4
roofs,13155,4
systematic,13156,4
Mo,13157,4
fatalities,13158,4
roof-crush,13159,4
roof,13160,4
railcars,13161,4
transporting,13162,4
Dallara,13163,4
nervousness,13164,4
Sala,13165,4
perfection,13166,4
directing,13167,4
modification,13168,4
five-point,13169,4
Cortese,13170,4
regulating,13171,4
Dorothy,13172,4
psychologist,13173,4
faithful,13174,4
Derek,13175,4
drift,13176,4
continental,13177,4
intricate,13178,4
asserting,13179,4
obsession,13180,4
dentists,13181,4
Jeremy,13182,4
exit,13183,4
attacking,13184,4
boiler-room,13185,4
median,13186,4
males,13187,4
scam,13188,4
recessionary,13189,4
peaks,13190,4
12-point,13191,4
emergencies,13192,4
halts,13193,4
solvent,13194,4
Texan,13195,4
hospitalization,13196,4
specifics,13197,4
Warshaw,13198,4
myriad,13199,4
guided,13200,4
acceleration,13201,4
anxieties,13202,4
foundering,13203,4
Klauser,13204,4
Crown,13205,4
Account,13206,4
Planters,13207,4
niches,13208,4
interest-bearing,13209,4
Norwest,13210,4
battles,13211,4
drawbacks,13212,4
tailored,13213,4
Maalox,13214,4
boutique,13215,4
Buy,13216,4
pocket,13217,4
discrepancy,13218,4
robbers,13219,4
calm,13220,4
roommate,13221,4
infamous,13222,4
merging,13223,4
aerobics,13224,4
Cyanamid,13225,4
Johnston,13226,4
price-cutting,13227,4
Thanksgiving,13228,4
pioneers,13229,4
logistics,13230,4
sandwich,13231,4
hospitalized,13232,4
Fatah,13233,4
'n',13234,4
Yeutter,13235,4
liberalize,13236,4
Axa-Midi,13237,4
occasional,13238,4
mid-November,13239,4
long-simmering,13240,4
breadth,13241,4
examining,13242,4
ghostbusting,13243,4
translations,13244,4
haunted,13245,4
yuppies,13246,4
216,13247,4
salmon,13248,4
modified,13249,4
spelling,13250,4
1.53,13251,4
Reps.,13252,4
distancing,13253,4
hunting,13254,4
Andrews,13255,4
Vernon,13256,4
bred,13257,4
deduct,13258,4
Riegle,13259,4
knock,13260,4
spinal,13261,4
chapters,13262,4
Ruffo,13263,4
Lowell,13264,4
Dempsey,13265,4
Suzuki,13266,4
ripe,13267,4
congress,13268,4
Adler,13269,4
McKinnon,13270,4
So-called,13271,4
10\/32,13272,4
domain,13273,4
7.61,13274,4
protectionism,13275,4
assessments,13276,4
Half,13277,4
268,13278,4
142,13279,4
Seven,13280,4
Joshua,13281,4
Murata,13282,4
nerve,13283,4
Matsushita,13284,4
woke,13285,4
all-out,13286,4
highlighted,13287,4
diagnosis,13288,4
flashes,13289,4
mapping,13290,4
preserved,13291,4
invisible,13292,4
inexpensive,13293,4
conjunction,13294,4
racehorse,13295,4
rehabilitation,13296,4
Kriz,13297,4
Allstate,13298,4
potent,13299,4
televisions,13300,4
deficiency,13301,4
Buffalo,13302,4
occasion,13303,4
21.3,13304,4
sleek,13305,4
lessons,13306,4
pragmatic,13307,4
subsidizing,13308,4
fourth-largest,13309,4
reforming,13310,4
dialing,13311,4
interrupted,13312,4
endured,13313,4
boxy,13314,4
rookie,13315,4
brink,13316,4
hyperinflation,13317,4
Pipeline,13318,4
shifts,13319,4
sedans,13320,4
coupe,13321,4
MMI,13322,4
nostalgic,13323,4
Fukuyama,13324,4
subcompact,13325,4
forbidding,13326,4
Nashville,13327,4
Waggoner,13328,4
unsupported,13329,4
fleets,13330,4
WHEN,13331,4
LAW,13332,4
graduates,13333,4
BSB,13334,4
6\/32,13335,4
discriminatory,13336,4
0.13,13337,4
barn,13338,4
2018,13339,4
Liberties,13340,4
brawl,13341,4
gimmickry,13342,4
identification,13343,4
depressing,13344,4
pioneered,13345,4
randomly,13346,4
chickens,13347,4
hears,13348,4
upstairs,13349,4
cash-strapped,13350,4
Sununu,13351,4
slammed,13352,4
wounds,13353,4
dignity,13354,4
Stinnett,13355,4
thorough,13356,4
Ky,13357,4
haunting,13358,4
FCB\/Leber,13359,4
Kimberly-Clark,13360,4
consumer-products,13361,4
Skeptics,13362,4
1.37,13363,4
guinea,13364,4
dwarf,13365,4
dies,13366,4
Vail,13367,4
anonymity,13368,4
headaches,13369,4
Rio,13370,4
Micro,13371,4
Banca,13372,4
Nazionale,13373,4
Wis,13374,4
racism,13375,4
lets,13376,4
Macintosh,13377,4
Cupertino,13378,4
dissatisfied,13379,4
Raptopoulos,13380,4
freeing,13381,4
Apogee,13382,4
grievance,13383,4
quickest,13384,4
ambulance,13385,4
1.21,13386,4
dash,13387,4
Erik,13388,4
F-16,13389,4
unacceptable,13390,4
Zell,13391,4
intangible,13392,4
7.89,13393,4
Lidgerwood,13394,4
Nick,13395,4
470,13396,4
examiners,13397,4
whitewash,13398,4
Record,13399,4
favorites,13400,4
Stovall,13401,4
Meek,13402,4
Anyone,13403,4
flamboyant,13404,4
smells,13405,4
thrive,13406,4
propulsion,13407,4
jealousy,13408,4
Milken,13409,4
Sante,13410,4
Ries,13411,4
concentrations,13412,4
touting,13413,4
yanked,13414,4
Compared,13415,4
lighting,13416,4
amazement,13417,4
Ladenburg,13418,4
halved,13419,4
appreciated,13420,4
Priam,13421,4
Verdi,13422,4
849,13423,4
incorporates,13424,4
high-interest,13425,4
Voyager,13426,4
mankind,13427,4
Bickwit,13428,4
termination,13429,4
levy,13430,4
Cascade,13431,4
oversold,13432,4
ERC,13433,4
reorganize,13434,4
Underwriters,13435,4
sharpest,13436,4
Palestinians,13437,4
Managua,13438,4
guerrilla,13439,4
gloom,13440,4
fine-tuning,13441,4
dying,13442,4
Soweto,13443,4
wrecked,13444,4
Socialists,13445,4
armies,13446,4
ceased,13447,4
solidly,13448,4
leaning,13449,4
Schlesinger,13450,4
consumer-electronics,13451,4
Boise,13452,4
assurances,13453,4
26-week,13454,4
centered,13455,4
snags,13456,4
delinquent,13457,4
one-half,13458,4
Niciporuk,13459,4
onetime,13460,4
Clarcor,13461,4
Peltz,13462,4
wastes,13463,4
voter,13464,4
electronically,13465,4
Pyszkiewicz,13466,4
census,13467,4
21.4,13468,4
countryside,13469,4
one-inch,13470,4
world-class,13471,4
shipment,13472,4
autonomy,13473,4
withholding,13474,4
vegetables,13475,4
appropriately,13476,4
fruits,13477,4
valuing,13478,4
extends,13479,4
unstable,13480,4
Together,13481,4
lifts,13482,4
tighten,13483,4
advancers,13484,4
166,13485,4
textiles,13486,4
Pierce,13487,4
solving,13488,4
Turnover,13489,4
2015,13490,4
low-margin,13491,4
Sanwa,13492,4
Lybrand,13493,4
proceeded,13494,4
Beneficial,13495,4
conduits,13496,4
51-day,13497,4
compromises,13498,4
Cherry,13499,4
Edelson,13500,4
hastily,13501,4
forward-rate,13502,4
hammered,13503,4
importantly,13504,4
poster,13505,4
Diet,13506,4
Allan,13507,4
detective,13508,4
Chandross,13509,4
brand-name,13510,4
Summer,13511,4
7.30,13512,4
re-examine,13513,4
unveiling,13514,4
government-sponsored,13515,4
Bicycle,13516,4
beats,13517,4
cycling,13518,4
13.7,13519,4
placements,13520,4
BT,13521,4
2645.08,13522,4
vivid,13523,4
railroads,13524,4
QVC,13525,4
Drugs,13526,4
242,13527,4
gossip,13528,4
prize,13529,4
ponder,13530,4
shelves,13531,4
orchestras,13532,4
Lyphomed,13533,4
quicker,13534,4
attractiveness,13535,4
24.5,13536,4
cynical,13537,4
Simonds-Gooding,13538,4
Denver-based,13539,4
W.Va,13540,4
Accumulation,13541,4
ceilings,13542,4
cosmic,13543,4
Bancorp.,13544,4
titanium,13545,4
Salt,13546,4
Palmero,13547,4
Trek,13548,4
precious-metals,13549,4
Resource,13550,4
coveted,13551,4
intensifying,13552,4
McMaster,13553,4
mimic,13554,4
plaster,13555,4
telemarketing,13556,4
rattled,13557,4
creators,13558,4
proprietary,13559,4
Rohs,13560,4
isolation,13561,4
Morristown,13562,4
near-monopoly,13563,4
Palace,13564,4
Talk,13565,4
ceremony,13566,4
remembering,13567,4
Dellums,13568,4
depict,13569,4
full-sized,13570,4
27.9,13571,4
interstates,13572,4
Top,13573,4
Fear,13574,4
keyboard,13575,4
alienating,13576,4
refrain,13577,4
sits,13578,4
Trial,13579,4
criticize,13580,4
proclaims,13581,4
beliefs,13582,4
ketchup,13583,4
rows,13584,4
Kaufman,13585,4
contaminated,13586,4
bind,13587,4
railway,13588,4
Bechtel,13589,4
irregularities,13590,4
Nine-month,13591,4
Horton,13592,4
steering,13593,4
connects,13594,4
lumber,13595,4
hiding,13596,4
timber,13597,4
Yonehara,13598,4
entries,13599,4
Addison,13600,4
mortality,13601,4
evade,13602,4
conspired,13603,4
time-consuming,13604,4
flopped,13605,4
minicomputer,13606,4
120-day,13607,4
unborn,13608,4
posturing,13609,4
NOW,13610,4
toppled,13611,4
kills,13612,4
Superior,13613,4
carpeting,13614,4
completes,13615,4
Schulte,13616,4
voice-activated,13617,4
Marin,13618,4
Lipstein,13619,4
junior,13620,4
intervene,13621,4
Peruvian,13622,4
Sindona,13623,4
realism,13624,4
L,13625,4
D.C,13626,4
organic,13627,4
removes,13628,4
162,13629,4
resiliency,13630,4
1.8578,13631,4
142.43,13632,4
Please,13633,4
141.65,13634,4
Debenture,13635,4
Crandall,13636,4
Super,13637,4
1.31,13638,4
LaBonte,13639,4
stopping,13640,4
clear-cut,13641,4
finals,13642,4
crown,13643,4
stagnant,13644,4
251,13645,4
24.9,13646,4
Kids,13647,4
farther,13648,4
Visitors,13649,4
puzzle,13650,4
1.78,13651,4
Holders,13652,4
1.8300,13653,4
Pittsburgh-based,13654,4
pricey,13655,4
"54,000",13656,4
Parcel,13657,4
time-limited,13658,4
streak,13659,4
hunters,13660,4
telemarketers,13661,4
lid,13662,4
Dodgers,13663,4
Supporters,13664,4
uphill,13665,4
sealed,13666,4
contamination,13667,4
Ultimately,13668,4
drum,13669,4
ears,13670,4
resemblance,13671,4
Athletics,13672,4
emergence,13673,4
Bozell,13674,4
spectators,13675,4
Aztar,13676,4
condominium,13677,4
liquidating,13678,4
imbalance,13679,4
Cablevision,13680,4
cartridge,13681,4
brew,13682,4
Cold,13683,4
hints,13684,4
Markese,13685,4
cruel,13686,4
Called,13687,4
pastry,13688,4
D&B,13689,4
recipes,13690,4
buffer,13691,4
tips,13692,4
inventor,13693,4
respectability,13694,4
340,13695,4
cookbook,13696,4
murders,13697,4
Saltzburg,13698,4
vastly,13699,4
fragrance,13700,4
understated,13701,4
aborted,13702,4
sensible,13703,4
capital-punishment,13704,4
273,13705,4
expose,13706,4
Logan,13707,4
peanuts,13708,4
contention,13709,4
lavish,13710,4
Throughout,13711,4
GAO,13712,4
MIPS,13713,4
religion,13714,4
Tempe,13715,4
accuses,13716,4
Groupe,13717,4
Panhandle,13718,4
Irish,13719,4
reply,13720,4
followers,13721,4
Nixdorf,13722,4
euphoria,13723,4
Haas,13724,4
dish,13725,4
converts,13726,4
screening,13727,4
Greg,13728,4
catheter,13729,4
swept,13730,4
materially,13731,4
wreck,13732,4
Borden,13733,4
Tourist,13734,4
reverts,13735,4
general-purpose,13736,4
drafting,13737,4
closure,13738,4
Paulo,13739,4
Settlement,13740,4
1.375,13741,4
statutes,13742,4
honed,13743,4
cellular-phone,13744,4
flextime,13745,4
A.H.,13746,4
prediction,13747,4
calculation,13748,4
feminist,13749,4
bloated,13750,4
Savageau,13751,3
prince,13752,3
spared,13753,3
Kabel,13754,3
pursuits,13755,3
NASAA,13756,3
8.59,13757,3
Mattausch,13758,3
prey,13759,3
Furs,13760,3
uncle,13761,3
Schreibman,13762,3
poker,13763,3
"13,000",13764,3
Oneida,13765,3
Sasea,13766,3
ESPs,13767,3
high-powered,13768,3
W.J.,13769,3
geographic,13770,3
asphalt,13771,3
Adults,13772,3
lays,13773,3
tantamount,13774,3
financial-planning,13775,3
QuesTech,13776,3
Libor,13777,3
Karalis,13778,3
booking,13779,3
17.8,13780,3
Wars,13781,3
USACafes,13782,3
nationalized,13783,3
kingpins,13784,3
Telos,13785,3
Epilepsy,13786,3
Tartan,13787,3
psychoanalyst,13788,3
Salvatori,13789,3
Israelis,13790,3
enhancing,13791,3
Oranjemund,13792,3
Fedders,13793,3
Blandings,13794,3
Willens,13795,3
appalled,13796,3
unreported,13797,3
7.85,13798,3
sniffs,13799,3
donation,13800,3
23.8,13801,3
attaching,13802,3
3.13,13803,3
mainframe-class,13804,3
Male,13805,3
Datatronic,13806,3
bicycle,13807,3
Carder,13808,3
Diamandis,13809,3
Reese,13810,3
Readers,13811,3
Amway,13812,3
Did,13813,3
Brewery,13814,3
Creative,13815,3
fore,13816,3
rerouting,13817,3
Breene,13818,3
fostered,13819,3
thinly,13820,3
Money-fund,13821,3
Weirton,13822,3
yacht,13823,3
criminality,13824,3
chicken,13825,3
unsold,13826,3
bees,13827,3
18.4,13828,3
Misawa,13829,3
underpinned,13830,3
recession-resistant,13831,3
commentators,13832,3
AC&R,13833,3
celebrated,13834,3
"450,000",13835,3
Hence,13836,3
Bulgarian,13837,3
Empire,13838,3
honestly,13839,3
victimized,13840,3
Blodgett,13841,3
mismanagement,13842,3
prescriptions,13843,3
suckers,13844,3
Tierney,13845,3
index-linked,13846,3
affirmative-action,13847,3
Denny,13848,3
registrants,13849,3
freshmen,13850,3
illnesses,13851,3
giveaway,13852,3
Wellman,13853,3
Americas,13854,3
rub,13855,3
Burroughs,13856,3
Proteins,13857,3
zeros,13858,3
Sex,13859,3
USDA,13860,3
McClelland,13861,3
253,13862,3
17.9,13863,3
Nast,13864,3
Ottoman,13865,3
Ameritech,13866,3
undamaged,13867,3
Bayerische,13868,3
buzz,13869,3
Motoren,13870,3
choppy,13871,3
boundaries,13872,3
18.75,13873,3
Conde,13874,3
Werke,13875,3
338,13876,3
Maloney,13877,3
sings,13878,3
foolish,13879,3
legislatures,13880,3
470.80,13881,3
Fossett,13882,3
entitle,13883,3
Sheldon,13884,3
tropical,13885,3
Duriron,13886,3
Beau,13887,3
valves,13888,3
Ballhaus,13889,3
Chris-Craft,13890,3
21.2,13891,3
stricken,13892,3
Stan,13893,3
digits,13894,3
pumps,13895,3
Gerry,13896,3
Boston-based,13897,3
elective,13898,3
0.8,13899,3
I-880,13900,3
cable-television,13901,3
evolutionary,13902,3
CPI,13903,3
Senshukai,13904,3
Eddy,13905,3
moderates,13906,3
Buchner,13907,3
gardening,13908,3
abound,13909,3
255,13910,3
4.92,13911,3
Gallagher,13912,3
shied,13913,3
CompuServe,13914,3
Grobstein,13915,3
tax-preparation,13916,3
1.77,13917,3
PPI,13918,3
successors,13919,3
personalized,13920,3
Amram,13921,3
calculates,13922,3
Pinpoint,13923,3
stalwart,13924,3
mate,13925,3
outstripped,13926,3
Digate,13927,3
reasoned,13928,3
504,13929,3
B2,13930,3
right-to-life,13931,3
Corsica,13932,3
so-so,13933,3
Rafael,13934,3
backbone,13935,3
1.13,13936,3
1979-80,13937,3
3.46,13938,3
Aruba,13939,3
COCOA,13940,3
Beretta,13941,3
Bryan,13942,3
Nimitz,13943,3
retrofit,13944,3
Genscher,13945,3
slabs,13946,3
dependence,13947,3
arrivals,13948,3
uproar,13949,3
amasses,13950,3
swallowed,13951,3
reinforcement,13952,3
reeled,13953,3
piers,13954,3
carbon-dioxide,13955,3
Ba3,13956,3
Taken,13957,3
Philippe,13958,3
Rep,13959,3
DIG,13960,3
well-servicing,13961,3
parachute,13962,3
Ferruzzi,13963,3
McNally,13964,3
Finanziaria,13965,3
spaghetti,13966,3
carved,13967,3
Aslanian,13968,3
Marinaro,13969,3
transcript,13970,3
Cardinal,13971,3
Emeryville,13972,3
linage,13973,3
Merhige,13974,3
Reidy,13975,3
writedowns,13976,3
43.5,13977,3
1.8485,13978,3
Tiffany,13979,3
Gilbert,13980,3
289,13981,3
2.38,13982,3
coordinates,13983,3
heaved,13984,3
Kennametal,13985,3
Claims,13986,3
toll-free,13987,3
collectors,13988,3
erratic,13989,3
Syria,13990,3
downplayed,13991,3
Freightways,13992,3
CSC,13993,3
snakes,13994,3
resell,13995,3
Xinhua,13996,3
Putting,13997,3
Andreas,13998,3
Lauderdale,13999,3
state-run,14000,3
Meagher,14001,3
Kroger,14002,3
Covert,14003,3
flashlights,14004,3
donors,14005,3
envisioned,14006,3
Deloitte-Touche,14007,3
secretly,14008,3
Location,14009,3
Renzas,14010,3
Dumez,14011,3
impeded,14012,3
cheaply,14013,3
Soybean,14014,3
TVX,14015,3
Lin,14016,3
Confair,14017,3
D.C.-based,14018,3
Amtrak,14019,3
Prideaux,14020,3
swung,14021,3
fetuses,14022,3
13.75,14023,3
fools,14024,3
Kori,14025,3
evacuated,14026,3
Westin,14027,3
parental-consent,14028,3
forfeit,14029,3
1.625,14030,3
correctly,14031,3
254,14032,3
Harley-Davidson,14033,3
Gras,14034,3
Peripherals,14035,3
Desc,14036,3
Sally,14037,3
146,14038,3
1.40,14039,3
1.41,14040,3
irrational,14041,3
Quarter,14042,3
machikin,14043,3
air-traffic,14044,3
Bowles,14045,3
Jovian,14046,3
Oaks,14047,3
Grossman,14048,3
Losses,14049,3
Mastro,14050,3
Wussler,14051,3
paved,14052,3
29.7,14053,3
Europa,14054,3
6.07,14055,3
paid-up,14056,3
brushes,14057,3
undoubtedly,14058,3
RMI,14059,3
Butz,14060,3
Taxpayers,14061,3
fishermen,14062,3
wonderfully,14063,3
Petronas,14064,3
IBM-compatible,14065,3
Ehman,14066,3
Trenton,14067,3
Allied-Lyons,14068,3
Titanium,14069,3
plummet,14070,3
Bigger,14071,3
buy-and-hold,14072,3
convent,14073,3
Petrolane,14074,3
shipbuilder,14075,3
simpler,14076,3
Keller,14077,3
Sherlund,14078,3
Businessland,14079,3
Rivkin,14080,3
computer-integrated-manufacturing,14081,3
Glen,14082,3
prostitutes,14083,3
Clough,14084,3
0.53,14085,3
boundary,14086,3
3090,14087,3
counterterrorism,14088,3
Juliano,14089,3
1950,14090,3
1958,14091,3
Shioya,14092,3
Ellen,14093,3
Keizaikai,14094,3
nicknamed,14095,3
Steidtmann,14096,3
Duarte,14097,3
smile,14098,3
Cristiani,14099,3
Carmon,14100,3
civilians,14101,3
embarrass,14102,3
Dictaphone,14103,3
Holler,14104,3
Gradmann,14105,3
Hughey,14106,3
MADD,14107,3
quadrupled,14108,3
Fanuc,14109,3
Safe,14110,3
backfired,14111,3
Rainman,14112,3
Main,14113,3
Sumita,14114,3
Regalia,14115,3
Gabor,14116,3
spurts,14117,3
Mame,14118,3
cop,14119,3
height,14120,3
eerie,14121,3
scorecard,14122,3
Bolinas,14123,3
checked,14124,3
bond-trading,14125,3
releasing,14126,3
Barris,14127,3
folklore,14128,3
Sitco,14129,3
CalMat,14130,3
dismantled,14131,3
Va.-based,14132,3
gray-market,14133,3
Disneyland,14134,3
L.L.,14135,3
auxiliary,14136,3
shareholding,14137,3
convene,14138,3
15.1,14139,3
Belo,14140,3
cachet,14141,3
astronauts,14142,3
dried,14143,3
less-profitable,14144,3
2.73,14145,3
outpatient,14146,3
magnate,14147,3
coin,14148,3
bureaucracies,14149,3
miserable,14150,3
Giffen,14151,3
flashing,14152,3
inexperienced,14153,3
stymied,14154,3
defrauded,14155,3
visa,14156,3
recipe,14157,3
Leach,14158,3
Volokhs,14159,3
24th,14160,3
appraisals,14161,3
mandating,14162,3
vaults,14163,3
Cullinet,14164,3
137,14165,3
battling,14166,3
Smaller,14167,3
Halsey,14168,3
junk-mail,14169,3
fast-paced,14170,3
Krat,14171,3
27.8,14172,3
Varian,14173,3
Payne,14174,3
unwillingness,14175,3
"1,300",14176,3
Triad,14177,3
murderer,14178,3
patience,14179,3
Dad,14180,3
Bilzerian,14181,3
Election,14182,3
immigrants,14183,3
colorful,14184,3
COMPANIES,14185,3
evaluations,14186,3
Bard,14187,3
Amtech,14188,3
Gruntal,14189,3
Vic,14190,3
52-year-old,14191,3
Birtcher,14192,3
Meson,14193,3
immigration,14194,3
slice,14195,3
dispersants,14196,3
Woods,14197,3
2.61,14198,3
counterclaim,14199,3
Kitamura,14200,3
Nuveen,14201,3
Excalibur,14202,3
edible,14203,3
Ing,14204,3
SMU,14205,3
Chosen,14206,3
bribes,14207,3
Resorts,14208,3
Lakeland,14209,3
4.52,14210,3
semblance,14211,3
videotape,14212,3
2.125,14213,3
HDTVs,14214,3
courted,14215,3
wiping,14216,3
32.6,14217,3
Lew,14218,3
tracts,14219,3
confided,14220,3
Soren,14221,3
Objections,14222,3
Delaney,14223,3
thirds,14224,3
endorsements,14225,3
objected,14226,3
fantasy,14227,3
multimillion,14228,3
Hungarian,14229,3
11.2,14230,3
DeLay,14231,3
1.09,14232,3
substances,14233,3
Sinfonia,14234,3
5.42,14235,3
machinist,14236,3
Betty,14237,3
adamant,14238,3
Sagos,14239,3
distracted,14240,3
microscopic,14241,3
maxim,14242,3
7.32,14243,3
7.01,14244,3
Boehm,14245,3
Asquith,14246,3
Gemina,14247,3
hotel-casinos,14248,3
9.1,14249,3
Staar,14250,3
"5,500",14251,3
allegiance,14252,3
124,14253,3
Abbott,14254,3
hemoglobin,14255,3
washed,14256,3
filtering,14257,3
Clements,14258,3
name-droppers,14259,3
Liza,14260,3
Kay,14261,3
Motel,14262,3
Freight,14263,3
221,14264,3
Chicken,14265,3
1.08,14266,3
Ludcke,14267,3
Thal,14268,3
Shields,14269,3
Flynn,14270,3
Keteyian,14271,3
Rambo,14272,3
Erie,14273,3
Houston-Montgomery,14274,3
knights,14275,3
pause,14276,3
Roulac,14277,3
protested,14278,3
Deposits,14279,3
glorious,14280,3
trappings,14281,3
Rudnick,14282,3
ramps,14283,3
Sovran,14284,3
fund-raiser,14285,3
subway,14286,3
penny-stock,14287,3
shampoo,14288,3
electrodes,14289,3
Holliston,14290,3
glycols,14291,3
44.5,14292,3
Marilyn,14293,3
prized,14294,3
Kerkorian,14295,3
hopeless,14296,3
Atkins,14297,3
Naturally,14298,3
Brotherhood,14299,3
deadlocked,14300,3
firefighters,14301,3
devalued,14302,3
corridor,14303,3
tick,14304,3
personalities,14305,3
Upon,14306,3
Pope,14307,3
five-hour,14308,3
solvents,14309,3
polyurethane,14310,3
1959,14311,3
air-conditioned,14312,3
top-performing,14313,3
8.26,14314,3
Harrisburg,14315,3
hedges,14316,3
transmissions,14317,3
unofficially,14318,3
franchised,14319,3
Especially,14320,3
year-before,14321,3
gardens,14322,3
Kirin,14323,3
BPC,14324,3
fantasies,14325,3
brandy,14326,3
Battery,14327,3
Spirits,14328,3
inept,14329,3
rum,14330,3
Suntory,14331,3
Undeterred,14332,3
2.79,14333,3
bishop,14334,3
grounding,14335,3
miniature,14336,3
Biny,14337,3
Leverage,14338,3
Figures,14339,3
absenteeism,14340,3
subtract,14341,3
orchard,14342,3
flair,14343,3
afforded,14344,3
on-site,14345,3
chess,14346,3
skyrocketing,14347,3
interest-free,14348,3
transferable,14349,3
Lombardo,14350,3
Etzioni,14351,3
Louis-based,14352,3
Francois-Poncet,14353,3
canned,14354,3
hindered,14355,3
Schimmel,14356,3
plentiful,14357,3
start-ups,14358,3
A&M,14359,3
Investment-grade,14360,3
Athena,14361,3
7.81,14362,3
catalogs,14363,3
Ikegai-Goss,14364,3
stepped-up,14365,3
converters,14366,3
mailers,14367,3
Broadway,14368,3
AEG,14369,3
26.9,14370,3
Lithox,14371,3
primitive,14372,3
Spokesmen,14373,3
Bosch,14374,3
fiberglass,14375,3
gay,14376,3
fatality,14377,3
all-white,14378,3
Lego,14379,3
commercialize,14380,3
foresees,14381,3
transmission,14382,3
Jazz,14383,3
Flint,14384,3
Mobile,14385,3
conflict-of-interest,14386,3
119.88,14387,3
Belgique,14388,3
refiner,14389,3
utter,14390,3
Troy,14391,3
Included,14392,3
Sara,14393,3
court-appointed,14394,3
Kerschner,14395,3
8.20,14396,3
fluctuate,14397,3
sprung,14398,3
CNBC,14399,3
nightly,14400,3
8.90,14401,3
Professor,14402,3
6.15,14403,3
Coal,14404,3
37.1,14405,3
Ritterman,14406,3
Reader,14407,3
178,14408,3
traps,14409,3
Hogan,14410,3
10-11,14411,3
Treasure,14412,3
door-to-door,14413,3
relish,14414,3
Braniff,14415,3
Safra,14416,3
nicknames,14417,3
quo,14418,3
Pool,14419,3
four-part,14420,3
withstood,14421,3
loves,14422,3
superintendents,14423,3
punch,14424,3
sustainable,14425,3
Harty,14426,3
directory,14427,3
artwork,14428,3
inclination,14429,3
stampede,14430,3
provincial,14431,3
dedication,14432,3
Lothson,14433,3
Lai,14434,3
Givaudan,14435,3
pinch,14436,3
496,14437,3
housewares,14438,3
Woodstream,14439,3
bakeware,14440,3
Kolber,14441,3
41.3,14442,3
Liability,14443,3
witch,14444,3
low-end,14445,3
Supervisors,14446,3
AIW,14447,3
Garber,14448,3
Books,14449,3
Selling,14450,3
Ca,14451,3
informing,14452,3
brush,14453,3
ceramics,14454,3
beset,14455,3
commonplace,14456,3
defrauding,14457,3
Vaezi,14458,3
Toto,14459,3
prevalent,14460,3
upheavals,14461,3
outages,14462,3
Garman,14463,3
Dixon,14464,3
Uncle,14465,3
frenetic,14466,3
adversely,14467,3
meddling,14468,3
Muniak,14469,3
Spartan,14470,3
shutting,14471,3
Barnard,14472,3
mercy,14473,3
freer,14474,3
Dooling,14475,3
computer-maintenance,14476,3
Sanger,14477,3
glued,14478,3
carpets,14479,3
"58,000",14480,3
143,14481,3
Konheim,14482,3
bode,14483,3
Perrier,14484,3
outage,14485,3
clarification,14486,3
determines,14487,3
cherry,14488,3
flavors,14489,3
Ammann,14490,3
irked,14491,3
Tariffs,14492,3
Proposition,14493,3
Fraud,14494,3
Broward,14495,3
Serious,14496,3
lien,14497,3
microelectronics,14498,3
Kleiber,14499,3
re-evaluate,14500,3
Spring,14501,3
ADN,14502,3
marches,14503,3
Zalubice,14504,3
reservoir,14505,3
Farrell,14506,3
tractor,14507,3
microcomputer,14508,3
Terra,14509,3
wields,14510,3
Alusuisse,14511,3
IMF,14512,3
Lep,14513,3
starving,14514,3
spontaneously,14515,3
contiguous,14516,3
Born,14517,3
Baltic,14518,3
ours,14519,3
Radzymin,14520,3
butcher,14521,3
